consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria
478,True,13,Apartamento,5,Ineficiente
578,False,7,Apartamento,5,Moderado
544,False,12,Apartamento,6,Ineficiente
161,True,8,Casa,7,Moderado
683,True,15,Apartamento,5,Ineficiente
444,False,17,Casa,11,Moderado
242,True,11,Casa,2,Moderado
127,False,15,Apartamento,2,Eficiente
590,True,7,Casa,4,Ineficiente
408,False,10,Casa,1,Eficiente
195,True,13,Casa,7,Moderado
416,True,3,Casa,1,Moderado
226,False,7,Casa,3,Eficiente
654,False,12,Apartamento,10,Ineficiente
402,True,3,Apartamento,7,Moderado
522,False,12,Apartamento,11,Ineficiente
92,True,16,Casa,6,Moderado
573,False,8,Comércio,7,Ineficiente
366,False,9,Apartamento,5,Eficiente
193,True,14,Casa,8,Moderado
559,False,16,Apartamento,6,Ineficiente
101,True,7,Apartamento,4,Eficiente
428,True,3,Apartamento,11,Moderado
645,False,8,Casa,1,Moderado
399,False,12,Apartamento,2,Moderado
205,True,7,Comércio,6,Eficiente
356,True,8,Apartamento,4,Moderado
283,True,13,Apartamento,3,Moderado
273,False,12,Apartamento,7,Moderado
626,True,17,Apartamento,7,Ineficiente
365,True,9,Casa,2,Moderado
136,True,9,Apartamento,8,Moderado
382,True,4,Casa,11,Moderado
242,True,17,Apartamento,1,Moderado
98,True,14,Apartamento,11,Moderado
449,True,5,Casa,10,Moderado
343,True,14,Apartamento,7,Ineficiente
192,False,8,Casa,10,Eficiente
567,True,5,Casa,1,Ineficiente
406,False,4,Casa,3,Eficiente
621,False,6,Casa,3,Moderado
658,False,7,Casa,10,Ineficiente
144,False,13,Casa,2,Eficiente
371,True,12,Apartamento,10,Ineficiente
104,True,11,Apartamento,5,Moderado
628,True,5,Apartamento,4,Ineficiente
80,True,5,Casa,6,Eficiente
628,False,8,Comércio,2,Moderado
220,False,7,Apartamento,4,Eficiente
267,False,8,Casa,7,Eficiente
207,True,9,Apartamento,1,Eficiente
280,False,13,Casa,11,Moderado
206,True,5,Apartamento,3,Eficiente
336,True,17,Apartamento,1,Moderado
626,True,15,Casa,2,Ineficiente
273,False,7,Comércio,9,Eficiente
183,True,10,Casa,10,Moderado
614,False,6,Casa,5,Moderado
344,False,12,Comércio,4,Moderado
463,False,4,Comércio,4,Moderado
339,True,6,Apartamento,8,Moderado
493,False,4,Apartamento,3,Moderado
437,False,5,Casa,4,Eficiente
154,True,6,Apartamento,2,Eficiente
434,True,6,Casa,6,Moderado
663,True,12,Casa,9,Ineficiente
267,True,11,Apartamento,4,Moderado
369,True,12,Casa,11,Ineficiente
124,False,8,Casa,6,Eficiente
652,True,11,Casa,4,Ineficiente
162,True,6,Casa,2,Eficiente
202,False,11,Casa,6,Eficiente
437,True,13,Casa,7,Ineficiente
607,False,15,Casa,4,Ineficiente
145,True,11,Apartamento,11,Moderado
454,False,8,Apartamento,7,Ineficiente
241,True,7,Apartamento,11,Moderado
459,False,5,Apartamento,8,Ineficiente
437,True,16,Casa,11,Ineficiente
267,False,17,Casa,3,Eficiente
401,True,7,Casa,2,Moderado
529,False,17,Apartamento,5,Ineficiente
553,True,5,Apartamento,2,Ineficiente
92,True,7,Apartamento,10,Moderado
263,False,7,Casa,5,Eficiente
190,True,4,Casa,10,Moderado
587,False,16,Apartamento,6,Ineficiente
369,False,16,Casa,8,Moderado
374,False,11,Apartamento,6,Moderado
530,True,17,Apartamento,4,Ineficiente
294,False,9,Apartamento,3,Eficiente
646,False,16,Comércio,2,Ineficiente
106,False,8,Comércio,1,Eficiente
310,True,7,Apartamento,2,Moderado
644,True,17,Apartamento,2,Ineficiente
400,True,6,Casa,5,Moderado
312,True,10,Comércio,9,Ineficiente
516,True,4,Apartamento,1,Ineficiente
612,True,10,Casa,4,Ineficiente
482,False,3,Casa,10,Ineficiente
132,False,12,Casa,7,Moderado
392,False,3,Apartamento,11,Moderado
360,True,5,Apartamento,10,Moderado
110,True,7,Casa,3,Eficiente
416,False,16,Casa,8,Moderado
262,False,8,Comércio,3,Eficiente
102,False,6,Apartamento,8,Eficiente
623,False,9,Apartamento,2,Moderado
525,True,9,Casa,5,Ineficiente
153,False,4,Apartamento,4,Eficiente
89,True,4,Apartamento,11,Moderado
563,True,4,Casa,9,Ineficiente
535,False,17,Casa,3,Ineficiente
645,True,16,Casa,11,Ineficiente
643,True,17,Casa,5,Ineficiente
239,True,4,Comércio,10,Moderado
93,True,15,Casa,9,Moderado
257,False,11,Casa,6,Eficiente
491,True,16,Apartamento,2,Ineficiente
132,True,7,Casa,1,Eficiente
487,True,13,Apartamento,11,Ineficiente
101,True,10,Casa,1,Eficiente
109,True,7,Apartamento,7,Moderado
339,False,15,Casa,2,Moderado
284,True,13,Apartamento,7,Moderado
138,False,7,Apartamento,1,Eficiente
550,False,3,Comércio,4,Moderado
545,False,8,Apartamento,10,Ineficiente
91,True,6,Apartamento,11,Moderado
369,True,17,Casa,4,Moderado
433,False,5,Apartamento,5,Eficiente
154,True,8,Apartamento,10,Moderado
640,False,4,Comércio,1,Moderado
670,False,10,Casa,7,Ineficiente
520,False,3,Casa,11,Ineficiente
320,False,14,Apartamento,2,Moderado
233,False,11,Casa,11,Moderado
175,True,10,Casa,11,Moderado
373,False,3,Casa,2,Eficiente
288,True,12,Apartamento,8,Moderado
422,True,14,Comércio,9,Ineficiente
167,False,17,Apartamento,6,Eficiente
469,False,11,Casa,11,Ineficiente
404,False,4,Casa,1,Eficiente
236,False,5,Casa,1,Eficiente
656,True,4,Apartamento,11,Ineficiente
698,False,15,Apartamento,7,Ineficiente
216,False,16,Casa,8,Moderado
507,False,10,Apartamento,3,Moderado
531,True,4,Apartamento,9,Ineficiente
691,True,12,Casa,4,Ineficiente
220,False,4,Casa,4,Eficiente
162,True,17,Comércio,3,Moderado
256,True,3,Casa,8,Moderado
277,False,9,Apartamento,9,Eficiente
647,True,14,Apartamento,1,Ineficiente
500,True,4,Apartamento,2,Ineficiente
480,True,12,Apartamento,1,Ineficiente
550,True,7,Apartamento,4,Ineficiente
297,False,7,Comércio,10,Eficiente
254,True,5,Comércio,7,Moderado
102,True,5,Apartamento,7,Moderado
314,False,15,Casa,6,Moderado
92,False,14,Casa,11,Moderado
180,False,5,Apartamento,5,Eficiente
615,True,8,Apartamento,11,Ineficiente
602,True,16,Casa,4,Ineficiente
531,False,6,Casa,8,Ineficiente
510,True,15,Apartamento,7,Ineficiente
685,False,5,Casa,11,Ineficiente
612,True,4,Apartamento,11,Ineficiente
372,True,15,Apartamento,10,Ineficiente
180,False,5,Apartamento,1,Eficiente
581,False,6,Casa,6,Moderado
383,False,8,Casa,2,Eficiente
619,True,6,Casa,4,Ineficiente
632,True,10,Casa,5,Ineficiente
434,False,5,Apartamento,8,Moderado
382,False,14,Apartamento,6,Moderado
575,True,5,Casa,11,Ineficiente
306,True,5,Casa,2,Moderado
315,True,10,Casa,5,Moderado
534,False,6,Comércio,5,Moderado
92,False,3,Apartamento,6,Eficiente
289,False,4,Comércio,1,Eficiente
476,True,15,Apartamento,8,Ineficiente
179,False,16,Apartamento,3,Eficiente
110,True,12,Apartamento,5,Moderado
607,True,15,Casa,7,Ineficiente
408,False,15,Apartamento,3,Moderado
245,True,16,Casa,10,Moderado
538,True,4,Apartamento,6,Ineficiente
179,True,16,Casa,5,Moderado
252,True,5,Apartamento,7,Moderado
241,False,8,Casa,10,Eficiente
342,False,10,Comércio,11,Moderado
353,False,14,Casa,3,Moderado
82,False,3,Apartamento,2,Eficiente
107,False,11,Apartamento,4,Eficiente
405,True,3,Casa,3,Moderado
228,True,12,Apartamento,4,Moderado
619,False,4,Comércio,7,Ineficiente
567,True,5,Casa,5,Ineficiente
517,False,9,Comércio,4,Moderado
144,True,11,Apartamento,6,Moderado
435,False,5,Apartamento,7,Moderado
612,False,10,Casa,11,Ineficiente
331,True,17,Apartamento,5,Moderado
314,True,11,Comércio,7,Ineficiente
306,False,12,Casa,3,Moderado
604,True,9,Apartamento,7,Ineficiente
392,True,6,Casa,3,Moderado
128,False,6,Casa,6,Eficiente
197,True,6,Apartamento,8,Moderado
133,False,8,Apartamento,6,Eficiente
644,True,6,Apartamento,10,Ineficiente
123,True,7,Casa,11,Moderado
132,False,11,Casa,3,Eficiente
665,True,14,Casa,5,Ineficiente
637,True,9,Apartamento,9,Ineficiente
604,True,10,Comércio,8,Ineficiente
181,True,7,Apartamento,6,Eficiente
477,True,7,Casa,9,Ineficiente
217,True,15,Comércio,2,Moderado
466,True,13,Apartamento,11,Ineficiente
190,True,9,Apartamento,9,Moderado
693,False,13,Casa,10,Ineficiente
96,False,15,Apartamento,10,Moderado
261,True,16,Casa,6,Moderado
615,False,14,Casa,9,Ineficiente
620,False,10,Casa,4,Moderado
250,False,11,Casa,5,Eficiente
488,False,17,Casa,2,Ineficiente
457,True,16,Casa,3,Ineficiente
267,False,4,Casa,1,Eficiente
309,True,5,Apartamento,4,Moderado
198,True,14,Casa,2,Moderado
235,False,14,Apartamento,2,Eficiente
544,True,4,Casa,1,Ineficiente
183,True,12,Comércio,10,Ineficiente
683,False,9,Comércio,2,Moderado
581,False,14,Casa,4,Ineficiente
254,False,4,Apartamento,6,Eficiente
500,False,14,Casa,7,Ineficiente
213,True,16,Comércio,7,Ineficiente
470,True,17,Apartamento,7,Ineficiente
580,False,4,Casa,4,Moderado
112,True,16,Casa,5,Moderado
134,False,16,Casa,11,Moderado
598,True,4,Casa,3,Ineficiente
91,True,17,Apartamento,1,Moderado
607,True,14,Apartamento,8,Ineficiente
634,False,15,Casa,10,Ineficiente
452,True,6,Casa,11,Ineficiente
563,True,3,Casa,7,Ineficiente
307,True,4,Casa,9,Moderado
386,True,5,Apartamento,10,Moderado
536,True,9,Casa,4,Ineficiente
239,True,12,Apartamento,5,Moderado
410,True,3,Casa,5,Moderado
304,True,8,Casa,7,Moderado
583,True,5,Apartamento,9,Ineficiente
535,False,5,Apartamento,8,Ineficiente
124,False,6,Casa,7,Eficiente
293,True,15,Apartamento,1,Moderado
138,True,6,Apartamento,10,Moderado
695,True,9,Casa,6,Ineficiente
274,False,5,Apartamento,10,Eficiente
568,True,10,Apartamento,9,Ineficiente
236,True,10,Casa,7,Moderado
689,False,13,Apartamento,1,Ineficiente
305,True,15,Casa,9,Ineficiente
491,False,9,Casa,3,Moderado
284,True,4,Apartamento,9,Moderado
158,False,7,Comércio,4,Eficiente
203,True,8,Comércio,9,Moderado
550,False,14,Casa,8,Ineficiente
297,False,12,Casa,7,Moderado
595,True,6,Apartamento,4,Ineficiente
681,True,15,Casa,9,Ineficiente
183,True,12,Apartamento,4,Moderado
472,False,7,Apartamento,1,Moderado
687,False,16,Comércio,6,Ineficiente
513,True,11,Casa,4,Ineficiente
410,False,13,Casa,10,Moderado
222,True,9,Apartamento,3,Eficiente
619,True,4,Apartamento,5,Ineficiente
357,False,13,Comércio,3,Moderado
312,False,3,Casa,11,Moderado
608,True,4,Apartamento,9,Ineficiente
650,False,5,Apartamento,6,Moderado
169,False,13,Casa,3,Eficiente
571,False,4,Apartamento,5,Moderado
278,False,13,Apartamento,8,Moderado
441,False,5,Casa,8,Moderado
520,True,12,Casa,6,Ineficiente
105,False,17,Apartamento,5,Eficiente
104,True,13,Apartamento,5,Moderado
473,False,13,Comércio,1,Ineficiente
586,True,17,Casa,2,Ineficiente
380,False,14,Casa,11,Moderado
418,True,16,Comércio,4,Ineficiente
346,True,14,Comércio,6,Ineficiente
540,True,11,Casa,11,Ineficiente
535,False,6,Apartamento,7,Ineficiente
439,False,14,Casa,1,Moderado
147,True,11,Casa,8,Moderado
491,False,13,Casa,1,Ineficiente
570,False,5,Casa,9,Ineficiente
128,False,14,Apartamento,4,Eficiente
643,True,3,Apartamento,7,Ineficiente
181,False,13,Comércio,11,Moderado
295,False,7,Apartamento,6,Eficiente
517,False,12,Casa,9,Ineficiente
648,False,12,Apartamento,2,Ineficiente
638,False,16,Comércio,11,Ineficiente
238,False,4,Apartamento,7,Eficiente
568,True,6,Apartamento,11,Ineficiente
321,True,4,Comércio,5,Moderado
84,True,4,Casa,7,Moderado
675,True,15,Apartamento,1,Ineficiente
440,False,5,Comércio,11,Moderado
538,False,7,Comércio,11,Ineficiente
327,False,6,Casa,10,Moderado
645,True,4,Apartamento,9,Ineficiente
501,True,17,Apartamento,1,Ineficiente
94,True,13,Casa,5,Moderado
652,True,16,Apartamento,8,Ineficiente
201,True,16,Casa,1,Moderado
356,False,12,Casa,7,Moderado
637,True,4,Casa,2,Ineficiente
532,False,16,Apartamento,7,Ineficiente
469,True,8,Casa,7,Ineficiente
373,False,9,Apartamento,9,Moderado
653,False,14,Casa,6,Ineficiente
677,False,12,Casa,4,Ineficiente
525,False,8,Casa,7,Ineficiente
289,False,9,Casa,7,Eficiente
669,False,3,Apartamento,4,Moderado
381,False,8,Apartamento,2,Eficiente
302,True,13,Casa,11,Ineficiente
82,True,5,Casa,9,Moderado
597,True,3,Apartamento,8,Ineficiente
172,False,10,Casa,5,Eficiente
599,True,6,Comércio,5,Ineficiente
507,False,12,Apartamento,1,Ineficiente
572,False,10,Casa,11,Ineficiente
314,True,12,Casa,9,Ineficiente
699,True,16,Apartamento,11,Ineficiente
240,False,13,Casa,10,Moderado
410,True,6,Casa,11,Moderado
412,False,6,Casa,8,Moderado
129,True,14,Apartamento,5,Moderado
602,False,16,Apartamento,10,Ineficiente
571,True,12,Casa,6,Ineficiente
661,False,6,Apartamento,10,Ineficiente
351,False,8,Casa,11,Moderado
659,True,16,Apartamento,10,Ineficiente
331,True,11,Casa,8,Ineficiente
639,True,7,Apartamento,6,Ineficiente
169,False,14,Comércio,10,Moderado
525,False,15,Casa,4,Ineficiente
411,True,12,Casa,3,Moderado
218,True,16,Casa,7,Moderado
436,True,17,Casa,2,Moderado
680,False,10,Casa,7,Ineficiente
353,False,10,Apartamento,1,Eficiente
98,True,6,Comércio,10,Moderado
390,False,17,Casa,5,Moderado
233,False,13,Apartamento,9,Moderado
469,False,12,Apartamento,1,Ineficiente
339,False,11,Apartamento,8,Moderado
699,False,11,Casa,9,Ineficiente
650,False,7,Casa,9,Ineficiente
204,True,8,Apartamento,8,Moderado
433,False,7,Casa,4,Eficiente
352,True,5,Apartamento,7,Moderado
698,True,13,Apartamento,1,Ineficiente
324,True,10,Casa,7,Moderado
529,False,11,Casa,6,Ineficiente
326,True,17,Comércio,5,Ineficiente
599,True,6,Apartamento,1,Ineficiente
220,True,11,Comércio,8,Ineficiente
441,True,11,Casa,10,Ineficiente
87,True,9,Apartamento,1,Eficiente
557,False,10,Apartamento,1,Moderado
431,False,17,Comércio,3,Moderado
574,True,5,Casa,8,Ineficiente
685,False,17,Casa,8,Ineficiente
506,False,7,Casa,7,Ineficiente
118,True,5,Comércio,5,Eficiente
672,False,9,Comércio,8,Ineficiente
266,False,8,Comércio,2,Eficiente
675,True,13,Comércio,8,Ineficiente
679,True,5,Casa,11,Ineficiente
172,False,11,Casa,2,Eficiente
165,False,14,Casa,10,Moderado
123,True,3,Casa,5,Eficiente
216,False,12,Apartamento,11,Moderado
500,True,5,Comércio,4,Ineficiente
153,False,17,Casa,1,Eficiente
627,True,17,Apartamento,5,Ineficiente
692,True,17,Comércio,7,Ineficiente
591,False,13,Apartamento,1,Ineficiente
235,True,17,Casa,2,Moderado
334,True,12,Apartamento,9,Ineficiente
250,False,13,Casa,5,Eficiente
249,False,9,Apartamento,7,Eficiente
401,True,5,Casa,2,Moderado
646,False,16,Casa,7,Ineficiente
535,True,5,Comércio,7,Ineficiente
682,True,4,Apartamento,7,Ineficiente
692,True,11,Apartamento,5,Ineficiente
234,True,13,Comércio,9,Ineficiente
428,False,6,Casa,2,Eficiente
530,True,12,Casa,4,Ineficiente
252,False,15,Apartamento,2,Eficiente
89,True,8,Casa,8,Moderado
344,False,4,Apartamento,11,Moderado
517,False,11,Casa,1,Ineficiente
326,False,17,Casa,9,Moderado
625,True,9,Apartamento,5,Ineficiente
578,True,12,Casa,11,Ineficiente
208,True,7,Apartamento,3,Eficiente
680,False,9,Apartamento,11,Ineficiente
684,True,16,Comércio,4,Ineficiente
406,False,6,Apartamento,1,Eficiente
483,False,15,Casa,3,Ineficiente
685,True,12,Apartamento,11,Ineficiente
690,False,15,Apartamento,8,Ineficiente
438,False,17,Apartamento,2,Moderado
682,False,9,Apartamento,2,Moderado
96,True,4,Apartamento,9,Moderado
353,True,9,Apartamento,5,Moderado
195,True,17,Apartamento,5,Moderado
170,False,6,Casa,1,Eficiente
161,False,6,Casa,6,Eficiente
403,True,3,Apartamento,8,Moderado
193,False,14,Casa,6,Eficiente
137,True,5,Casa,7,Moderado
233,False,7,Casa,4,Eficiente
483,False,7,Apartamento,2,Moderado
345,False,4,Casa,1,Eficiente
394,False,6,Apartamento,6,Eficiente
120,True,3,Casa,9,Moderado
184,True,17,Apartamento,10,Moderado
272,False,11,Casa,5,Eficiente
480,True,3,Apartamento,2,Ineficiente
357,True,8,Casa,1,Moderado
433,False,9,Comércio,3,Eficiente
659,True,5,Comércio,4,Ineficiente
335,False,14,Apartamento,7,Moderado
178,False,17,Comércio,9,Moderado
667,False,3,Casa,8,Ineficiente
361,False,9,Apartamento,9,Moderado
482,False,5,Apartamento,7,Ineficiente
188,False,15,Apartamento,10,Moderado
278,False,12,Comércio,8,Moderado
382,True,14,Apartamento,8,Ineficiente
406,False,14,Comércio,1,Moderado
233,False,8,Casa,9,Eficiente
631,True,15,Apartamento,2,Ineficiente
484,True,14,Apartamento,11,Ineficiente
541,False,16,Apartamento,7,Ineficiente
211,True,8,Casa,10,Moderado
163,False,16,Apartamento,10,Moderado
478,False,14,Comércio,5,Ineficiente
188,True,6,Casa,4,Eficiente
300,False,14,Apartamento,1,Eficiente
632,True,13,Casa,1,Ineficiente
447,False,8,Comércio,3,Eficiente
226,True,13,Apartamento,1,Moderado
191,False,12,Casa,8,Moderado
694,True,6,Casa,3,Ineficiente
637,True,17,Apartamento,11,Ineficiente
573,True,15,Casa,10,Ineficiente
584,True,10,Apartamento,2,Ineficiente
554,False,11,Comércio,6,Ineficiente
350,True,4,Comércio,4,Moderado
500,True,9,Casa,11,Ineficiente
446,False,11,Comércio,11,Ineficiente
359,False,11,Apartamento,4,Moderado
362,False,14,Casa,2,Moderado
119,False,7,Casa,2,Eficiente
268,True,3,Casa,11,Moderado
243,True,8,Apartamento,6,Eficiente
615,False,17,Casa,5,Ineficiente
615,False,10,Casa,9,Ineficiente
83,False,3,Apartamento,4,Eficiente
369,True,4,Apartamento,5,Moderado
512,True,15,Apartamento,1,Ineficiente
550,True,15,Apartamento,2,Ineficiente
260,False,3,Casa,3,Eficiente
327,False,7,Comércio,5,Eficiente
358,True,4,Casa,5,Moderado
660,True,17,Apartamento,4,Ineficiente
333,False,12,Apartamento,10,Moderado
260,False,12,Casa,3,Eficiente
588,True,16,Comércio,9,Ineficiente
645,False,6,Apartamento,1,Moderado
405,False,3,Casa,6,Eficiente
436,False,9,Comércio,7,Moderado
470,False,10,Apartamento,10,Ineficiente
694,True,7,Apartamento,4,Ineficiente
164,True,4,Apartamento,10,Moderado
396,False,10,Apartamento,3,Eficiente
291,True,3,Casa,8,Moderado
594,False,17,Casa,9,Ineficiente
463,False,9,Apartamento,1,Moderado
421,False,3,Casa,11,Moderado
117,True,14,Apartamento,10,Moderado
590,True,8,Casa,9,Ineficiente
499,False,15,Casa,7,Ineficiente
248,True,8,Casa,1,Eficiente
422,False,17,Apartamento,7,Moderado
385,False,7,Apartamento,5,Eficiente
621,True,17,Casa,10,Ineficiente
616,False,4,Apartamento,7,Ineficiente
191,True,4,Casa,9,Moderado
490,True,11,Apartamento,8,Ineficiente
285,False,7,Casa,6,Eficiente
264,False,7,Apartamento,2,Eficiente
461,True,9,Apartamento,8,Ineficiente
575,False,8,Comércio,4,Moderado
458,True,4,Casa,8,Ineficiente
126,True,13,Apartamento,7,Moderado
630,True,3,Apartamento,4,Ineficiente
607,False,7,Comércio,8,Ineficiente
583,True,6,Casa,11,Ineficiente
101,False,14,Casa,11,Moderado
292,False,5,Comércio,11,Eficiente
389,False,4,Casa,2,Eficiente
351,True,12,Casa,9,Ineficiente
650,True,4,Casa,6,Ineficiente
281,True,16,Apartamento,7,Moderado
111,False,17,Casa,10,Moderado
522,False,6,Comércio,1,Moderado
241,False,4,Apartamento,3,Eficiente
333,False,6,Casa,10,Moderado
600,True,5,Casa,5,Ineficiente
559,False,11,Casa,7,Ineficiente
89,False,9,Apartamento,1,Eficiente
584,True,16,Apartamento,9,Ineficiente
639,True,15,Apartamento,5,Ineficiente
515,False,13,Casa,3,Ineficiente
190,False,17,Apartamento,7,Moderado
232,True,14,Apartamento,10,Moderado
181,False,5,Apartamento,8,Eficiente
270,True,15,Apartamento,10,Moderado
642,True,17,Casa,10,Ineficiente
160,False,16,Comércio,3,Eficiente
568,False,10,Casa,7,Ineficiente
167,False,11,Casa,7,Moderado
273,True,15,Apartamento,4,Moderado
183,True,9,Comércio,10,Moderado
175,True,8,Apartamento,9,Moderado
502,True,6,Casa,1,Ineficiente
277,True,7,Casa,1,Eficiente
80,True,10,Apartamento,5,Eficiente
486,True,5,Comércio,3,Ineficiente
457,True,4,Casa,10,Ineficiente
246,False,5,Apartamento,9,Eficiente
588,True,14,Casa,5,Ineficiente
392,True,9,Apartamento,7,Moderado
672,False,10,Comércio,1,Moderado
497,True,3,Casa,2,Ineficiente
556,False,15,Casa,11,Ineficiente
152,True,9,Apartamento,4,Eficiente
220,True,11,Apartamento,9,Moderado
661,True,14,Apartamento,5,Ineficiente
341,True,15,Apartamento,5,Moderado
419,False,16,Casa,9,Moderado
387,False,16,Apartamento,8,Moderado
324,True,17,Casa,2,Moderado
594,True,5,Comércio,7,Ineficiente
416,False,17,Casa,1,Moderado
654,True,5,Apartamento,10,Ineficiente
640,False,10,Casa,11,Ineficiente
155,True,6,Casa,11,Moderado
254,False,16,Casa,9,Moderado
188,True,10,Apartamento,3,Eficiente
262,True,7,Apartamento,2,Eficiente
271,False,16,Comércio,4,Eficiente
144,False,5,Casa,4,Eficiente
553,True,17,Apartamento,3,Ineficiente
179,False,6,Apartamento,2,Eficiente
623,False,16,Casa,5,Ineficiente
207,True,6,Casa,4,Eficiente
531,False,10,Apartamento,5,Moderado
448,True,8,Casa,8,Moderado
122,False,9,Casa,11,Eficiente
498,False,11,Apartamento,2,Ineficiente
567,True,17,Casa,9,Ineficiente
157,True,8,Apartamento,10,Moderado
349,True,5,Comércio,1,Moderado
394,True,17,Apartamento,8,Ineficiente
247,False,15,Apartamento,5,Eficiente
418,True,5,Casa,2,Moderado
272,True,13,Comércio,8,Ineficiente
532,False,5,Casa,5,Moderado
362,False,14,Apartamento,10,Moderado
415,True,12,Comércio,10,Ineficiente
469,False,4,Apartamento,3,Moderado
604,False,3,Apartamento,7,Ineficiente
319,False,13,Casa,4,Moderado
562,False,12,Casa,11,Ineficiente
671,False,3,Apartamento,11,Ineficiente
634,True,6,Casa,10,Ineficiente
537,True,5,Apartamento,6,Ineficiente
168,False,7,Casa,10,Eficiente
174,False,14,Comércio,8,Moderado
531,False,11,Casa,1,Ineficiente
507,False,14,Apartamento,2,Ineficiente
230,True,15,Apartamento,8,Moderado
593,False,10,Apartamento,7,Ineficiente
455,False,14,Casa,10,Ineficiente
101,False,11,Apartamento,9,Moderado
392,True,15,Casa,2,Moderado
598,True,7,Casa,8,Ineficiente
285,False,10,Casa,6,Eficiente
454,True,6,Apartamento,1,Ineficiente
530,False,7,Casa,4,Moderado
674,True,17,Comércio,2,Ineficiente
258,False,14,Apartamento,7,Moderado
289,False,5,Casa,9,Eficiente
579,False,7,Apartamento,6,Moderado
543,True,14,Comércio,4,Ineficiente
203,False,5,Casa,5,Eficiente
192,False,7,Apartamento,11,Eficiente
91,True,13,Apartamento,1,Moderado
205,False,16,Casa,4,Eficiente
644,True,7,Apartamento,10,Ineficiente
410,True,8,Casa,3,Moderado
362,True,11,Casa,9,Ineficiente
219,False,3,Apartamento,6,Eficiente
480,True,14,Apartamento,4,Ineficiente
176,False,12,Comércio,3,Eficiente
596,True,16,Apartamento,4,Ineficiente
648,True,8,Apartamento,8,Ineficiente
148,False,3,Apartamento,5,Eficiente
197,False,8,Casa,11,Eficiente
138,False,4,Apartamento,1,Eficiente
112,True,10,Apartamento,5,Eficiente
397,True,13,Casa,8,Ineficiente
129,False,5,Apartamento,11,Eficiente
568,False,12,Casa,4,Ineficiente
98,True,16,Apartamento,2,Moderado
276,True,8,Apartamento,3,Eficiente
529,False,8,Comércio,11,Ineficiente
638,True,17,Casa,9,Ineficiente
531,False,6,Apartamento,7,Ineficiente
368,True,7,Casa,3,Moderado
220,True,4,Apartamento,5,Eficiente
163,False,12,Apartamento,3,Eficiente
470,True,17,Apartamento,10,Ineficiente
670,True,12,Apartamento,4,Ineficiente
294,False,10,Comércio,8,Eficiente
605,True,12,Casa,3,Ineficiente
294,True,9,Casa,3,Eficiente
482,False,12,Apartamento,11,Ineficiente
207,True,8,Apartamento,11,Moderado
556,True,9,Casa,8,Ineficiente
483,True,14,Apartamento,10,Ineficiente
108,False,3,Casa,10,Eficiente
417,False,16,Casa,7,Moderado
440,False,16,Apartamento,7,Moderado
648,True,7,Casa,10,Ineficiente
471,False,9,Casa,2,Moderado
297,False,3,Casa,7,Eficiente
653,True,4,Comércio,10,Ineficiente
281,False,11,Comércio,11,Moderado
96,False,14,Apartamento,10,Moderado
401,False,5,Casa,3,Eficiente
597,False,8,Comércio,7,Ineficiente
649,True,17,Apartamento,4,Ineficiente
404,True,9,Apartamento,8,Moderado
491,True,11,Apartamento,8,Ineficiente
397,True,7,Casa,6,Moderado
161,True,6,Apartamento,3,Eficiente
553,False,13,Casa,6,Ineficiente
547,True,14,Casa,6,Ineficiente
504,True,17,Apartamento,3,Ineficiente
283,False,4,Comércio,11,Eficiente
662,True,5,Apartamento,4,Ineficiente
466,False,17,Apartamento,2,Ineficiente
177,False,7,Casa,1,Eficiente
424,True,13,Casa,2,Moderado
287,True,17,Casa,7,Moderado
593,True,15,Apartamento,10,Ineficiente
665,False,4,Apartamento,5,Moderado
245,True,15,Casa,9,Moderado
101,False,6,Comércio,3,Eficiente
233,False,3,Casa,2,Eficiente
518,True,6,Apartamento,4,Ineficiente
374,False,9,Apartamento,2,Eficiente
298,True,17,Casa,11,Moderado
574,False,16,Apartamento,7,Ineficiente
309,True,14,Apartamento,10,Ineficiente
99,False,5,Apartamento,6,Eficiente
632,True,12,Apartamento,8,Ineficiente
227,False,10,Casa,5,Eficiente
187,True,8,Apartamento,2,Eficiente
482,True,8,Comércio,4,Ineficiente
675,False,16,Casa,1,Ineficiente
562,True,17,Casa,2,Ineficiente
446,False,3,Comércio,4,Eficiente
493,False,7,Casa,6,Moderado
388,True,5,Apartamento,4,Moderado
213,True,17,Apartamento,4,Moderado
362,True,12,Apartamento,11,Ineficiente
152,False,17,Casa,10,Moderado
560,True,3,Casa,10,Ineficiente
431,True,10,Casa,2,Moderado
639,True,9,Apartamento,9,Ineficiente
405,True,9,Apartamento,10,Moderado
522,False,14,Apartamento,8,Ineficiente
179,True,12,Apartamento,8,Moderado
138,False,16,Casa,5,Eficiente
587,False,12,Casa,3,Ineficiente
337,False,12,Apartamento,6,Moderado
492,True,6,Apartamento,9,Ineficiente
531,False,15,Casa,8,Ineficiente
144,False,17,Casa,7,Moderado
674,True,13,Casa,11,Ineficiente
233,True,8,Casa,8,Moderado
345,True,15,Apartamento,4,Moderado
158,True,11,Comércio,6,Moderado
394,True,17,Comércio,5,Ineficiente
639,False,16,Comércio,2,Ineficiente
327,True,5,Comércio,8,Ineficiente
689,True,17,Apartamento,3,Ineficiente
493,False,11,Casa,5,Ineficiente
